M|15050,15080,15555,15630,15678,15888||000000-999999|
G|7705|Wolterdingen Schwarzw|00-9999999|
G|7706|Oberbaldingen|00-9999999|
G|7707|Bräunlingen|00-9999999|
G|7708|Geisingen-Leipferdingen|00-9999999|
G|7709|Wutach|00-9999999|
G|771|Donaueschingen|000-99999999|
G|7720|Schwenningen am Neckar|00-9999999|
G|7721|Villingen im Schwarzwald|00-9999999|
G|7722|Triberg im Schwarzwald|00-9999999|
G|7723|Furtwangen im Schwarzwald|00-9999999|
G|7724|St Georgen im Schwarzwald|00-9999999|
G|7725|Königsfeld im Schwarzwald|00-9999999|
G|7726|Bad Dürrheim|00-9999999|
G|7727|Vöhrenbach|00-9999999|
G|7728|Niedereschach|00-9999999|
G|7729|Tennenbronn|00-9999999|
G|7731|Singen Hohentwiel|00-9999999|
G|7732|Radolfzell am Bodensee|00-9999999|
G|7733|Engen Hegau|00-9999999|
G|7734|Gailingen|00-9999999|
G|7735|Öhningen|00-9999999|
G|7736|Tengen|00-9999999|
G|7738|Steisslingen|00-9999999|
G|7739|Hilzingen|00-9999999|
G|7741|Tiengen Hochrhein|00-9999999|
G|7742|Klettgau|00-9999999|
G|7743|Ühlingen-Birkendorf|00-9999999|
G|7744|Stühlingen|00-9999999|
G|7745|Jestetten|00-9999999|
G|7746|Wutöschingen|00-9999999|
G|7747|Berau|00-9999999|
G|7748|Grafenhausen Hochschwarzwald|00-9999999|
G|7751|Waldshut|00-9999999|
G|7753|Albbruck|00-9999999|
G|7754|Görwihl|00-9999999|
G|7755|Weilheim Kreis Waldshut|00-9999999|
G|7761|Bad Säckingen|00-9999999|
G|7762|Wehr Baden|00-9999999|
G|7763|Murg|00-9999999|
G|7764|Herrischried|00-9999999|
G|7765|Rickenbach Hotzenwald|00-9999999|
G|7771|Stockach|00-9999999|
G|7773|Bodman-Ludwigshafen|00-9999999|
G|7774|Eigeltingen|00-9999999|
G|7775|Mühlingen|00-9999999|
G|7777|Sauldorf|00-9999999|
G|7802|Oberkirch Baden|00-9999999|
G|7803|Gengenbach|00-9999999|
G|7804|Oppenau|00-9999999|
G|7805|Appenweier|00-9999999|
G|7806|Bad Peterstal-Griesbach|00-9999999|
G|7807|Neuried Ortenaukreis|00-9999999|
G|7808|Hohberg bei Offenburg|00-9999999|
G|781|Offenburg|000-99999999|
G|7821|Lahr Schwarzwald|00-9999999|
G|7822|Ettenheim|00-9999999|
G|7823|Seelbach Schutter|00-9999999|
G|7824|Schwanau|00-9999999|
G|7825|Kippenheim|00-9999999|
G|7826|Schuttertal|00-9999999|
G|7831|Hausach|00-9999999|
G|7832|Haslach im Kinzigtal|00-9999999|
G|7833|Hornberg Schwarzwaldbahn|00-9999999|
G|7834|Wolfach|00-9999999|
G|7835|Zell am Harmersbach|00-9999999|
G|7836|Schiltach|00-9999999|
G|7837|Oberharmersbach|00-9999999|
G|7838|Nordrach|00-9999999|
G|7839|Schapbach|00-9999999|
G|7841|Achern|00-9999999|
G|7842|Kappelrodeck|00-9999999|
G|7843|Renchen|00-9999999|
G|7844|Rheinau|00-9999999|
G|7851|Kehl|00-9999999|
G|7852|Willstätt|00-9999999|
G|7853|Kehl-Bodersweier|00-9999999|
G|7854|Kehl-Goldscheuer|00-9999999|
G|7903|Mainhardt|00-9999999|
G|7904|Ilshofen|00-9999999|
G|7905|Langenburg|00-9999999|
G|7906|Braunsbach|00-9999999|
G|7907|Schwäbisch Hall-Sulzdorf|00-9999999|
G|791|Schwäbisch Hall|000-99999999|
G|7930|Boxberg Baden|00-9999999|
G|7931|Bad Mergentheim|00-9999999|
G|7932|Niederstetten Württemberg|00-9999999|
G|7933|Creglingen|00-9999999|
G|7934|Weikersheim|00-9999999|
G|7935|Schrozberg|00-9999999|
G|7936|Schrozberg-Bartenstein|00-9999999|
G|7937|Dörzbach|00-9999999|
G|7938|Mulfingen Jagst|00-9999999|
G|7939|Schrozberg-Spielbach|00-9999999|
G|7940|Künzelsau|00-9999999|
G|7941|Öhringen|00-9999999|
G|7942|Neuenstein Württemberg|00-9999999|
G|7943|Schöntal Jagst|00-9999999|
G|7944|Kupferzell|00-9999999|
G|7945|Wüstenrot|00-9999999|
G|7946|Bretzfeld|00-9999999|
G|7947|Forchtenberg|00-9999999|
G|7948|Öhringen-Ohrnberg|00-9999999|
G|7949|Pfedelbach-Untersteinbach|00-9999999|
G|7950|Schnelldorf|00-9999999|
G|7951|Crailsheim|00-9999999|
G|7952|Gerabronn|00-9999999|
G|7953|Blaufelden|00-9999999|
G|7954|Kirchberg an der Jagst|00-9999999|
G|7955|Wallhausen Württemberg|00-9999999|
G|7957|Kressberg|00-9999999|
G|7958|Rot Am See-Brettheim|00-9999999|
G|7959|Frankenhardt|00-9999999|
G|7961|Ellwangen Jagst|00-9999999|
G|7962|Fichtenau|00-9999999|
G|7963|Adelmannsfelden|00-9999999|
G|7964|Stödtlen|00-9999999|
G|7965|Ellwangen-Röhlingen|00-9999999|
G|7966|Unterschneidheim|00-9999999|
G|7967|Jagstzell|00-9999999|
G|7971|Gaildorf|00-9999999|
G|7972|Gschwend bei Gaildorf|00-9999999|
G|7973|Obersontheim|00-9999999|
G|7974|Bühlerzell|00-9999999|
G|7975|Untergröningen|00-9999999|
G|7976|Sulzbach-Laufen|00-9999999|
G|7977|Oberrot bei Gaildorf|00-9999999|
N|800||0000000-9999999|F
G|8020|Weyarn|00-9999999|
G|8021|Waakirchen|00-9999999|
G|8022|Tegernsee|00-9999999|
G|8023|Bayrischzell|00-9999999|
G|8024|Holzkirchen|00-9999999|
G|8025|Miesbach|00-9999999|
G|8026|Hausham|00-9999999|
G|8027|Dietramszell|00-9999999|
G|8028|Fischbachau|00-9999999|
G|8029|Kreuth bei Tegernsee|00-9999999|
G|8031|Rosenheim Oberbayern|00-9999999|
G|8032|Rohrdorf Kreis Rosenheim|00-9999999|
G|8033|Oberaudorf|00-9999999|
G|8034|Brannenburg|00-9999999|
G|8035|Raubling|00-9999999|
G|8036|Stephanskirchen Simssee|00-9999999|
G|8038|Vogtareuth|00-9999999|
G|8039|Rott am Inn|00-9999999|
G|8041|Bad Tölz|00-9999999|
G|8042|Lenggries|00-9999999|
G|8043|Jachenau|00-9999999|
G|8045|Lenggries-Fall|00-9999999|
G|8046|Bad Heilbrunn|00-9999999|
G|8051|Prien am Chiemsee|00-9999999|
G|8052|Aschau im Chiemgau|00-9999999|
G|8053|Bad Endorf|00-9999999|
G|8054|Breitbrunn am Chiemsee|00-9999999|
G|8055|Halfing|00-9999999|
G|8056|Eggstätt|00-9999999|
G|8057|Aschau-Sachrang|00-9999999|
G|8061|Bad Aibling|00-9999999|
G|8062|Bruckmühl Mangfall|00-9999999|
G|8063|Feldkirchen-Westerham|00-9999999|
G|8064|Au bei Bad Aibling|00-9999999|
G|8065|Tuntenhausen-Schönau|00-9999999|
G|8066|Bad Feilnbach|00-9999999|
G|8067|Tuntenhausen|00-9999999|
G|8071|Wasserburg am Inn|00-9999999|
G|8072|Haag in Oberbayern|00-9999999|
G|8073|Gars am Inn|00-9999999|
G|8074|Schnaitsee|00-9999999|
G|8075|Amerang|00-9999999|
G|8076|Pfaffing|00-9999999|
G|8081|Dorfen Stadt|00-9999999|
G|8082|Schwindegg|00-9999999|
G|8083|Isen|00-9999999|
G|8084|Taufkirchen Vils|00-9999999|
G|8085|Sankt Wolfgang|00-9999999|
G|8086|Buchbach Oberbayern|00-9999999|
G|8091|Kirchseeon|00-9999999|
G|8092|Grafing bei München|00-9999999|
G|8093|Glonn Kreis Ebersberg|00-9999999|
G|8094|Steinhöring|00-9999999|
G|8095|Aying|00-9999999|
G|8102|Höhenkirchen-Siegertsbrunn|00-9999999|
G|8104|Sauerlach|00-9999999|
G|8105|Gilching|00-9999999|
G|8106|Vaterstetten|00-9999999|
G|811|Hallbergmoos|000-99999999|
G|8121|Markt Schwaben|00-9999999|
G|8122|Erding|00-9999999|
G|8123|Moosinning|00-9999999|
G|8124|Forstern Oberbayern|00-9999999|
G|8131|Dachau|00-9999999|
G|8133|Haimhausen Oberbayern|00-9999999|
G|8134|Odelzhausen|00-9999999|
G|8135|Sulzemoos|00-9999999|
G|8136|Markt Indersdorf|00-9999999|
G|8137|Petershausen|00-9999999|
G|8138|Schwabhausen bei Dachau|00-9999999|
G|8139|Röhrmoos|00-9999999|
G|8141|Fürstenfeldbruck|00-9999999|
G|8142|Olching|00-9999999|
G|8143|Inning am Ammersee|00-9999999|
G|8144|Grafrath|00-9999999|
G|8145|Mammendorf|00-9999999|
G|8146|Moorenweis|00-9999999|
G|8151|Starnberg|00-9999999|
G|8152|Herrsching am Ammersee|00-9999999|
G|8153|Wessling|00-9999999|
G|8157|Feldafing|00-9999999|
G|8158|Tutzing|00-9999999|
G|8161|Freising|00-9999999|
G|8165|Neufahrn bei Freising|00-9999999|
G|8166|Allershausen Oberbayern|00-9999999|
G|8167|Zolling|00-9999999|
G|8168|Attenkirchen|00-9999999|
G|8170|Straßlach-Dingharting|00-9999999|
G|8171|Wolfratshausen|00-9999999|
G|8176|Egling bei Wolfratshausen|00-9999999|
G|8177|Münsing Starnberger See|00-9999999|
G|8178|Icking|00-9999999|
G|8179|Eurasburg an der Loisach|00-9999999|
G|8191|Landsberg am Lech|00-9999999|
G|8192|Schondorf am Ammersee|00-9999999|
G|8193|Geltendorf|00-9999999|
G|8194|Vilgertshofen|00-9999999|
G|8195|Weil Kreis Landsberg am Lech|00-9999999|
G|8196|Pürgen|00-9999999|
G|8202|Althegnenberg|00-9999999|
G|8203|Grossaitingen|00-9999999|
G|8204|Mickhausen|00-9999999|
G|8205|Dasing|00-9999999|
G|8206|Egling an der Paar|00-9999999|
G|8207|Affing|00-9999999|
G|8208|Eurasburg bei Augsburg|00-9999999|
G|821|Augsburg|000-99999999|
G|8221|Günzburg|00-9999999|
G|8222|Burgau Schwaben|00-9999999|
G|8223|Ichenhausen|00-9999999|
G|8224|Offingen Donau|00-9999999|
G|8225|Jettingen-Scheppach|00-9999999|
G|8226|Bibertal|00-9999999|
G|8230|Gablingen|00-9999999|
G|8231|Königsbrunn bei Augsburg|00-9999999|
G|8232|Schwabmünchen|00-9999999|
G|8233|Kissing|00-9999999|
G|8234|Bobingen|00-9999999|
G|8236|Fischach|00-9999999|
G|8237|Aindling|00-9999999|
G|8238|Gessertshausen|00-9999999|
G|8239|Langenneufnach|00-9999999|
G|8241|Buchloe|00-9999999|
G|8243|Fuchstal|00-9999999|
G|8245|Türkheim Wertach|00-9999999|
G|8246|Waal|00-9999999|
G|8247|Bad Wörishofen|00-9999999|
G|8248|Lamerdingen|00-9999999|
G|8249|Ettringen Wertach|00-9999999|
G|8250|Hilgertshausen-Tandern|00-9999999|
G|8251|Aichach|00-9999999|
G|8252|Schrobenhausen|00-9999999|
G|8253|Pöttmes|00-9999999|
G|8254|Altomünster|00-9999999|
G|8257|Inchenhofen|00-9999999|
G|8258|Sielenbach|00-9999999|
G|8259|Schiltberg|00-9999999|
G|8261|Mindelheim|00-9999999|
G|8262|Mittelneufnach|00-9999999|
G|8263|Breitenbrunn Schwaben|00-9999999|
G|8265|Pfaffenhausen Schwaben|00-9999999|
G|8266|Kirchheim in Schwaben|00-9999999|
G|8267|Dirlewang|00-9999999|
G|8268|Tussenhausen|00-9999999|
G|8269|Unteregg bei Mindelheim|00-9999999|
G|8271|Meitingen|00-9999999|
G|8272|Wertingen|00-9999999|
G|8273|Nordendorf|00-9999999|
G|8274|Buttenwiesen|00-9999999|
G|8276|Baar Schwaben|00-9999999|
G|8281|Thannhausen Schwaben|00-9999999|
G|8282|Krumbach Schwaben|00-9999999|
G|8283|Neuburg an der Kammel|00-9999999|
G|8284|Ziemetshausen|00-9999999|
G|8285|Burtenbach|00-9999999|
G|8291|Zusmarshausen|00-9999999|
G|8292|Dinkelscherben|00-9999999|
G|8293|Welden bei Augsburg|00-9999999|
G|8294|Horgau|00-9999999|
G|8295|Altenmünster Schwaben|00-9999999|
G|8296|Villenbach|00-9999999|
G|8302|Görisried|00-9999999|
G|8303|Waltenhofen|00-9999999|
G|8304|Wildpoldsried|00-9999999|
G|8306|Ronsberg|00-9999999|
G|831|Kempten Allgäu|000-99999999|
G|8320|Missen-Wilhams|00-9999999|
G|8321|Sonthofen|00-9999999|
G|8322|Oberstdorf|00-9999999|
G|8323|Immenstadt im Allgäu|00-9999999|
G|8324|Hindelang|00-9999999|
G|8325|Oberstaufen-Thalkirchdorf|00-9999999|
G|8326|Fischen im Allgäu|00-9999999|
G|8327|Rettenberg|00-9999999|
G|8328|Balderschwang|00-9999999|
G|8330|Legau|00-9999999|
G|8331|Memmingen|00-9999999|
G|8332|Ottobeuren|00-9999999|
G|8333|Babenhausen Schwaben|00-9999999|
G|8334|Bad Grönenbach|00-9999999|
G|8335|Fellheim|00-9999999|
G|8336|Erkheim|00-9999999|
G|8337|Altenstadt Iller|00-9999999|
G|8338|Böhen|00-9999999|
G|8340|Baisweil|00-9999999|
G|8341|Kaufbeuren|00-9999999|
G|8342|Marktoberdorf|00-9999999|
G|8343|Aitrang|00-9999999|
G|8344|Westendorf bei Kaufbeuren|00-9999999|
G|8345|Stöttwang|00-9999999|
G|8346|Pforzen|00-9999999|
G|8347|Friesenried|00-9999999|
G|8348|Bidingen|00-9999999|
G|8349|Stötten am Auerberg|00-9999999|
G|8361|Nesselwang|00-9999999|
G|8362|Füssen|00-9999999|
G|8363|Pfronten|00-9999999|
G|8364|Seeg|00-9999999|
G|8365|Wertach|00-9999999|
G|8366|Oy-Mittelberg|00-9999999|
G|8367|Roßhaupten Forggensee|00-9999999|
G|8368|Halblech|00-9999999|
G|8369|Rückholz|00-9999999|
G|8370|Wiggensbach|00-9999999|
G|8372|Obergünzburg|00-9999999|
G|8373|Altusried|00-9999999|
G|8374|Dietmannsried|00-9999999|
G|8375|Weitnau|00-9999999|
G|8376|Sulzberg Allgäu|00-9999999|
G|8377|Unterthingau|00-9999999|
G|8378|Buchenberg bei Kempten|00-9999999|
G|8379|Waltenhofen-Oberdorf|00-9999999|
G|8380|Achberg|00-9999999|
G|8381|Lindenberg im Allgäu|00-9999999|
G|8382|Lindau Bodensee|00-9999999|
G|8383|Grünenbach Allgäu|00-9999999|
G|8384|Röthenbach Allgäu|00-9999999|
G|8385|Hergatz|00-9999999|
G|8386|Oberstaufen|00-9999999|
G|8387|Weiler-Simmerberg|00-9999999|
G|8388|Hergensweiler|00-9999999|
G|8389|Weissensberg|00-9999999|
G|8392|Markt Rettenbach|00-9999999|
G|8393|Holzgünz|00-9999999|
G|8394|Lautrach|00-9999999|
G|8395|Tannheim Württemberg|00-9999999|
G|8402|Münchsmünster|00-9999999|
G|8403|Pförring|00-9999999|
G|8404|Oberdolling|00-9999999|
G|8405|Stammham bei Ingolstadt|00-9999999|
G|8406|Böhmfeld|00-9999999|
G|8407|Grossmehring|00-9999999|
G|841|Ingolstadt Donau|000-99999999|
G|8421|Eichstätt Bayern|00-9999999|
G|8422|Dollnstein|00-9999999|
G|8423|Titting|00-9999999|
G|8424|Nassenfels|00-9999999|
G|8426|Walting Kreis Eichstätt|00-9999999|
G|8427|Wellheim|00-9999999|
G|8431|Neuburg an der Donau|00-9999999|
G|8432|Burgheim|00-9999999|
G|8433|Königsmoos|00-9999999|
G|8434|Rennertshofen|00-9999999|
G|8435|Ehekirchen|00-9999999|
G|8441|Pfaffenhofen an der Ilm|00-9999999|
G|8442|Wolnzach|00-9999999|
G|8443|Hohenwart Paar|00-9999999|
G|8444|Schweitenkirchen|00-9999999|
G|8445|Gerolsbach|00-9999999|
G|8446|Pörnbach|00-9999999|
G|8450|Ingolstadt-Zuchering|00-9999999|
G|8452|Geisenfeld|00-9999999|
G|8453|Reichertshofen Oberbayern|00-9999999|
G|8454|Karlshuld|00-9999999|
G|8456|Lenting|00-9999999|
G|8457|Vohburg an der Donau|00-9999999|
G|8458|Gaimersheim|00-9999999|
G|8459|Manching|00-9999999|
G|8460|Berching-Holnstein|00-9999999|
G|8461|Beilngries|00-9999999|
G|8462|Berching|00-9999999|
G|8463|Greding|00-9999999|
G|8464|Dietfurt an der Altmühl|00-9999999|
G|8465|Kipfenberg|00-9999999|
G|8466|Denkendorf Oberbayern|00-9999999|
G|8467|Kinding|00-9999999|
G|8468|Altmannstein-Pondorf|00-9999999|
G|8469|Freystadt-Burggriesbach|00-9999999|
G|8501|Thyrnau|00-9999999|
G|8502|Fürstenzell|00-9999999|
G|8503|Neuhaus am Inn|00-9999999|
G|8504|Tittling|00-9999999|
G|8505|Hutthurm|00-9999999|
G|8506|Bad Höhenstadt|00-9999999|
G|8507|Neuburg am Inn|00-9999999|
G|8509|Ruderting|00-9999999|
G|851|Passau|000-99999999|
G|8531|Pocking|00-9999999|
G|8532|Griesbach im Rottal|00-9999999|
G|8533|Rotthalmünster|00-9999999|
G|8534|Tettenweis|00-9999999|
G|8535|Haarbach|00-9999999|
G|8536|Kößlarn|00-9999999|
G|8537|Bad Füssing-Aigen|00-9999999|
G|8538|Pocking-Hartkirchen|00-9999999|
G|8541|Vilshofen Niederbayern|00-9999999|
G|8542|Ortenburg|00-9999999|
G|8543|Aidenbach|00-9999999|
G|8544|Eging am See|00-9999999|
G|8545|Hofkirchen Bayern|00-9999999|
G|8546|Windorf-Otterskirchen|00-9999999|
G|8547|Osterhofen-Gergweis|00-9999999|
G|8548|Vilshofen-Sandbach|00-9999999|
G|8549|Vilshofen-Pleinting|00-9999999|
G|8550|Philippsreut|00-9999999|
G|8551|Freyung|00-9999999|
G|8552|Grafenau Niederbayern|00-9999999|
G|8553|Spiegelau|00-9999999|
G|8554|Schönberg Niederbayern|00-9999999|
G|8555|Perlesreut|00-9999999|
G|8556|Haidmühle|00-9999999|
G|8557|Mauth|00-9999999|
G|8558|Hohenau Niederbayern|00-9999999|
G|8561|Pfarrkirchen Niederbayern|00-9999999|
G|8562|Triftern|00-9999999|
G|8563|Bad Birnbach Rottal|00-9999999|
G|8564|Johanniskirchen|00-9999999|
G|8565|Dietersburg-Baumgarten|00-9999999|
G|8571|Simbach am Inn|00-9999999|
G|8572|Tann Niederbayern|00-9999999|
G|8573|Ering|00-9999999|
G|8574|Wittibreut|00-9999999|
G|8581|Waldkirchen Niederbayern|00-9999999|
G|8582|Röhrnbach|00-9999999|
G|8583|Neureichenau|00-9999999|
G|8584|Breitenberg Niederbayern|00-9999999|
G|8585|Grainet|00-9999999|
G|8586|Hauzenberg|00-9999999|
G|8591|Obernzell|00-9999999|
G|8592|Wegscheid Niederbayern|00-9999999|
G|8593|Untergriesbach|00-9999999|
G|861|Traunstein|000-99999999|
G|8621|Trostberg|00-9999999|
G|8622|Tacherting-Peterskirchen|00-9999999|
G|8623|Kirchweidach|00-9999999|
G|8624|Obing|00-9999999|
G|8628|Kienberg Oberbayern|00-9999999|
G|8629|Palling|00-9999999|
G|8630|Oberneukirchen|00-9999999|
G|8631|Mühldorf am Inn|00-9999999|
G|8633|Tüßling|00-9999999|
G|8634|Garching an der Alz|00-9999999|
G|8635|Pleiskirchen|00-9999999|
G|8636|Ampfing|00-9999999|
G|8637|Lohkirchen|00-9999999|
G|8638|Waldkraiburg|00-9999999|
G|8639|Neumarkt-Sankt Veit|00-9999999|
G|8640|Reit Im Winkl|00-9999999|
G|8641|Grassau Kreis Traunstein|00-9999999|
G|8642|Übersee|00-9999999|
G|8649|Schleching|00-9999999|
G|8650|Marktschellenberg|00-9999999|
G|8651|Bad Reichenhall|00-9999999|
G|8652|Berchtesgaden|00-9999999|
G|8654|Freilassing|00-9999999|
G|8656|Anger|00-9999999|
G|8657|Ramsau bei Berchtesgaden|00-9999999|
G|8661|Grabenstätt Chiemsee|00-9999999|
G|8662|Siegsdorf Kreis Traunstein|00-9999999|
G|8663|Ruhpolding|00-9999999|
G|8664|Chieming|00-9999999|
G|8665|Inzell|00-9999999|
G|8666|Teisendorf|00-9999999|
G|8667|Seeon-Seebruck|00-9999999|
G|8669|Traunreut|00-9999999|
G|8670|Reischach Kreis Altötting|00-9999999|
G|8671|Altötting|00-9999999|
G|8677|Burghausen Salzach|00-9999999|
G|8678|Marktl|00-9999999|
G|8679|Burgkirchen an der Alz|00-9999999|
G|8681|Waging am See|00-9999999|
G|8682|Laufen Salzach|00-9999999|
G|8683|Tittmoning|00-9999999|
G|8684|Fridolfing|00-9999999|
G|8685|Kirchanschöring|00-9999999|
G|8686|Petting|00-9999999|
G|8687|Taching-Tengling|00-9999999|
G|8702|Wörth an der Isar|00-9999999|
G|8703|Essenbach|00-9999999|
G|8704|Altdorf-Pfettrach|00-9999999|
G|8705|Altfraunhofen|00-9999999|
G|8706|Vilsheim|00-9999999|
G|8707|Adlkofen|00-9999999|
G|8708|Weihmichl-Unterneuhausen|00-9999999|
G|8709|Eching Niederbayern|00-9999999|
G|871|Landshut|000-99999999|
G|8721|Eggenfelden|00-9999999|
G|8722|Gangkofen|00-9999999|
G|8723|Arnstorf|00-9999999|
G|8724|Massing|00-9999999|
G|8725|Wurmannsquick|00-9999999|
G|8726|Schönau Niederbayern|00-9999999|
G|8727|Falkenberg Niederbayern|00-9999999|
G|8728|Geratskirchen|00-9999999|
G|8731|Dingolfing|00-9999999|
G|8732|Frontenhausen|00-9999999|
G|8733|Mengkofen|00-9999999|
G|8734|Reisbach Niederbayern|00-9999999|
G|8735|Gangkofen-Kollbach|00-9999999|
G|8741|Vilsbiburg|00-9999999|
G|8742|Velden Vils|00-9999999|
G|8743|Geisenhausen|00-9999999|
G|8744|Gerzen|00-9999999|
G|8745|Bodenkirchen|00-9999999|
G|8751|Mainburg|00-9999999|
G|8752|Au in der Hallertau|00-9999999|
G|8753|Elsendorf Niederbayern|00-9999999|
G|8754|Volkenschwand|00-9999999|
G|8756|Nandlstadt|00-9999999|
G|8761|Moosburg an der Isar|00-9999999|
G|8762|Wartenberg Oberbayern|00-9999999|
G|8764|Mauern Kreis Freising|00-9999999|
G|8765|Bruckberg Niederbayern|00-9999999|
G|8766|Gammelsdorf|00-9999999|
G|8771|Ergoldsbach|00-9999999|
G|8772|Mallersdorf-Pfaffenberg|00-9999999|
G|8773|Neufahrn in Niederbayern|00-9999999|
G|8774|Bayerbach bei Ergoldsbach|00-9999999|
G|8781|Rottenburg an der Laaber|00-9999999|
G|8782|Pfeffenhausen|00-9999999|
G|8783|Rohr in Niederbayern|00-9999999|
G|8784|Hohenthann|00-9999999|
G|8785|Rottenburg-Oberroning|00-9999999|
G|8801|Seeshaupt|00-9999999|
G|8802|Huglfing|00-9999999|
G|8803|Peissenberg|00-9999999|
G|8805|Hohenpeissenberg|00-9999999|
G|8806|Utting am Ammersee|00-9999999|
G|8807|Dießen am Ammersee|00-9999999|
G|8808|Pähl|00-9999999|
G|8809|Wessobrunn|00-9999999|
G|881|Weilheim in Oberbayern|000-99999999|
G|8821|Garmisch-Partenkirchen|00-9999999|
G|8822|Oberammergau|00-9999999|
G|8823|Mittenwald|00-9999999|
G|8824|Oberau Loisach|00-9999999|
G|8825|Krün|00-9999999|
G|8841|Murnau am Staffelsee|00-9999999|
G|8845|Bad Kohlgrub|00-9999999|
G|8846|Uffing am Staffelsee|00-9999999|
G|8847|Obersöchering|00-9999999|
G|8851|Kochel am See|00-9999999|
G|8856|Penzberg|00-9999999|
G|8857|Benediktbeuern|00-9999999|
G|8858|Kochel-Walchensee|00-9999999|
G|8860|Bernbeuren|00-9999999|
G|8861|Schongau|00-9999999|
G|8862|Steingaden Oberbayern|00-9999999|
G|8867|Rottenbuch Oberbayern|00-9999999|
G|8868|Schwabsoien|00-9999999|
G|8869|Kinsau|00-9999999|
G|89|München|000-999999999|
N|9001||000000-999999|R
N|9003||000000-999999|R
N|9005||000000-999999|R
N|9009||0000000-9999999|R
G|906|Donauwörth|000-99999999|
G|9070|Tapfheim|00-9999999|
G|9071|Dillingen an der Donau|00-9999999|
G|9072|Lauingen Donau|00-9999999|
G|9073|Gundelfingen an der Donau|00-9999999|
G|9074|Höchstädt an der Donau|00-9999999|
G|9075|Glött|00-9999999|
G|9076|Wittislingen|00-9999999|
G|9077|Bachhagel|00-9999999|
G|9078|Mertingen|00-9999999|
G|9080|Harburg Schwaben|00-9999999|
G|9081|Nördlingen|00-9999999|
G|9082|Oettingen in Bayern|00-9999999|
G|9083|Möttingen|00-9999999|
G|9084|Bissingen Schwaben|00-9999999|
G|9085|Alerheim|00-9999999|
G|9086|Fremdingen|00-9999999|
G|9087|Marktoffingen|00-9999999|
G|9088|Mönchsdeggingen|00-9999999|
G|9089|Bissingen-Unterringingen|00-9999999|
G|9090|Rain Lech|00-9999999|
G|9091|Monheim Schwaben|00-9999999|
G|9092|Wemding|00-9999999|
G|9093|Polsingen|00-9999999|
G|9094|Tagmersheim|00-9999999|
G|9097|Marxheim|00-9999999|
G|9099|Kaisheim|00-9999999|
G|9101|Langenzenn|00-9999999|
G|9102|Wilhermsdorf|00-9999999|
G|9103|Cadolzburg|00-9999999|
G|9104|Emskirchen|00-9999999|
G|9105|Grosshabersdorf|00-9999999|
G|9106|Markt Erlbach|00-9999999|
G|9107|Trautskirchen|00-9999999|
G|911|Nürnberg|000-99999999|
G|9120|Leinburg|00-9999999|
G|9122|Schwabach|00-9999999|
G|9123|Lauf an der Pegnitz|00-9999999|
G|9126|Eckental|00-9999999|
G|9127|Rosstal Mittelfrankenanken|00-9999999|
G|9128|Feucht|00-9999999|
G|9129|Wendelstein|00-9999999|
G|9131|Erlangen|00-9999999|
G|9132|Herzogenaurach|00-9999999|
G|9133|Baiersdorf Mittelfrankenanken|00-9999999|
G|9134|Neunkirchen am Brand|00-9999999|
G|9135|Heßdorf Mittelfrankenanken|00-9999999|
G|9141|Weißenburg in Bayern|00-9999999|
G|9142|Treuchtlingen|00-9999999|
G|9143|Pappenheim Mittelfranken|00-9999999|
G|9144|Pleinfeld|00-9999999|
G|9145|Solnhofen|00-9999999|
G|9146|Markt Berolzheim|00-9999999|
G|9147|Nennslingen|00-9999999|
G|9148|Ettenstatt|00-9999999|
G|9149|Weissenburg-Suffersheim|00-9999999|
G|9151|Hersbruck|00-9999999|
G|9152|Hartenstein Mittelfranken|00-9999999|
G|9153|Schnaittach|00-9999999|
G|9154|Pommelsbrunn|00-9999999|
G|9155|Simmelsdorf|00-9999999|
G|9156|Neuhaus an der Pegnitz|00-9999999|
G|9157|Alfeld Mittelfranken|00-9999999|
G|9158|Offenhausen Mittelfranken|00-9999999|
G|9161|Neustadt an der Aisch|00-9999999|
G|9162|Scheinfeld|00-9999999|
G|9163|Dachsbach|00-9999999|
G|9164|Langenfeld Mittelfranken|00-9999999|
G|9165|Sugenheim|00-9999999|
G|9166|Münchsteinach|00-9999999|
G|9167|Oberscheinfeld|00-9999999|
G|9170|Schwanstetten|00-9999999|
G|9171|Roth Mittelfranken|00-9999999|
G|9172|Georgensgmünd|00-9999999|
G|9173|Thalmässing|00-9999999|
G|9174|Hilpoltstein|00-9999999|
G|9175|Spalt|00-9999999|
G|9176|Allersberg|00-9999999|
G|9177|Heideck|00-9999999|
G|9178|Abenberg Mittelfranken|00-9999999|
G|9179|Freystadt|00-9999999|
G|9180|Pyrbaum|00-9999999|
G|9181|Neumarkt in der Oberpfalz|00-9999999|
G|9182|Velburg|00-9999999|
G|9183|Burgthann|00-9999999|
G|9184|Deining Oberpfalz|00-9999999|
G|9185|Mühlhausen Oberpfalz|00-9999999|
G|9186|Lauterhofen Oberpfalz|00-9999999|
G|9187|Altdorf bei Nürnberg|00-9999999|
G|9188|Postbauer-Heng|00-9999999|
G|9189|Berg bei Neumarkt in der Oberpfalz|00-9999999|
G|9190|Heroldsbach|00-9999999|
G|9191|Forchheim Oberfranken|00-9999999|
G|9192|Gräfenberg|00-9999999|
G|9193|Höchstadt an der Aisch|00-9999999|
